type,n,m,t,otps,cmps,iters
min,68,115,38,17,5,202
rnd,68,115,38,17,5,145
max,68,115,31,11,4,53
min,68,115,31,11,4,79
rnd,68,115,31,11,4,51
max,68,115,37,20,5,71
min,68,115,37,20,5,501
rnd,68,115,37,20,5,341
max,68,115,36,18,3,73
min,68,115,36,18,3,749
rnd,68,115,36,18,3,739
max,68,115,36,18,4,19
min,68,115,36,18,4,23
rnd,68,115,36,18,4,21
max,68,115,36,5,3,11
min,68,115,36,5,3,10
rnd,68,115,36,5,3,12
max,68,115,31,7,2,8
min,68,115,31,7,2,24
rnd,68,115,31,7,2,11
max,68,115,21,2,2,4
min,68,115,21,2,2,4
rnd,68,115,21,2,2,4
max,68,115,33,6,2,7
min,68,115,33,6,2,13
rnd,68,115,33,6,2,11
max,68,115,31,5,2,11
min,68,115,31,5,2,19
rnd,68,115,31,5,2,14
max,68,115,31,3,2,4
min,68,115,31,3,2,4
rnd,68,115,31,3,2,4
max,68,115,33,7,2,12
min,68,115,33,7,2,13
rnd,68,115,33,7,2,14
max,68,115,35,22,3,36
min,68,115,35,22,3,1837
rnd,68,115,35,22,3,80
max,68,115,21,5,2,10
min,68,115,21,5,2,14
rnd,68,115,21,5,2,11
max,68,115,13,4,2,5
min,68,115,13,4,2,10
rnd,68,115,13,4,2,6
max,68,115,35,12,2,27
min,68,115,35,12,2,94
rnd,68,115,35,12,2,47
max,68,115,21,9,2,12
min,68,115,21,9,2,96
rnd,68,115,21,9,2,29
max,68,115,30,2,2,3
min,68,115,30,2,2,3
rnd,68,115,30,2,2,3
max,68,115,37,11,2,22
min,68,115,37,11,2,36
rnd,68,115,37,11,2,38
max,68,115,33,15,4,37
min,68,115,33,15,4,167
rnd,68,115,33,15,4,128
max,68,115,25,4,2,6
min,68,115,25,4,2,9
rnd,68,115,25,4,2,6
max,68,115,34,5,2,6
min,68,115,34,5,2,6
rnd,68,115,34,5,2,6
max,68,115,40,24,3,196
rnd,68,115,40,24,3,766
max,68,115,36,22,5,65
min,68,115,36,22,5,251
rnd,68,115,36,22,5,88
max,68,115,35,35,3,124
rnd,68,115,35,35,3,312
max,68,115,39,3,2,4
min,68,115,39,3,2,4
rnd,68,115,39,3,2,4
max,68,115,35,4,2,5
min,68,115,35,4,2,5
rnd,68,115,35,4,2,5
max,68,115,30,18,5,96
rnd,68,115,30,18,5,120
max,68,115,37,14,3,83
min,68,115,37,14,3,556
rnd,68,115,37,14,3,185
max,68,115,13,3,2,4
min,68,115,13,3,2,4
rnd,68,115,13,3,2,4
max,68,115,15,10,2,19
min,68,115,15,10,2,49
rnd,68,115,15,10,2,34
max,68,115,36,19,4,46
min,68,115,36,19,4,222
rnd,68,115,36,19,4,58
max,68,115,28,4,2,5
min,68,115,28,4,2,5
rnd,68,115,28,4,2,5
max,68,115,33,4,2,6
min,68,115,33,4,2,8
rnd,68,115,33,4,2,7
max,68,115,34,2,2,3
min,68,115,34,2,2,3
rnd,68,115,34,2,2,3
max,68,115,34,4,2,5
min,68,115,34,4,2,5
rnd,68,115,34,4,2,5
max,68,115,27,6,2,13
min,68,115,27,6,2,40
rnd,68,115,27,6,2,14
max,68,115,30,4,2,7
min,68,115,30,4,2,12
rnd,68,115,30,4,2,8
max,68,115,31,32,4,92
rnd,68,115,31,32,4,237
max,68,115,32,5,2,8
min,68,115,32,5,2,31
rnd,68,115,32,5,2,12
max,68,115,32,5,2,6
min,68,115,32,5,2,13
rnd,68,115,32,5,2,13
max,68,115,26,7,2,8
min,68,115,26,7,2,18
rnd,68,115,26,7,2,8
max,68,115,32,29,3,72
rnd,68,115,32,29,3,174
max,68,115,40,38,6,420
max,68,115,36,9,2,22
min,68,115,36,9,2,42
rnd,68,115,36,9,2,40
max,68,115,38,20,3,80
min,68,115,38,20,3,949
rnd,68,115,38,20,3,703
max,68,115,37,7,2,14
min,68,115,37,7,2,44
rnd,68,115,37,7,2,22
max,68,115,38,3,2,4
min,68,115,38,3,2,4
rnd,68,115,38,3,2,4
max,68,115,38,6,2,11
min,68,115,38,6,2,25
rnd,68,115,38,6,2,13
max,68,115,27,16,3,22
min,68,115,27,16,3,81
rnd,68,115,27,16,3,32
max,68,115,31,4,2,5
min,68,115,31,4,2,6
rnd,68,115,31,4,2,6
max,68,115,20,3,2,4
min,68,115,20,3,2,8
rnd,68,115,20,3,2,4
max,68,115,31,10,4,11
min,68,115,31,10,4,12
rnd,68,115,31,10,4,12
max,68,115,38,5,2,7
min,68,115,38,5,2,12
rnd,68,115,38,5,2,7
max,68,115,12,2,2,3
min,68,115,12,2,2,4
rnd,68,115,12,2,2,3
max,68,115,35,11,3,12
min,68,115,35,11,3,26
rnd,68,115,35,11,3,20
max,68,115,32,11,3,38
min,68,115,32,11,3,221
rnd,68,115,32,11,3,61
max,68,115,36,17,3,37
rnd,68,115,36,17,3,545
max,68,115,36,20,4,105
min,68,115,36,20,4,253
rnd,68,115,36,20,4,304
max,68,115,38,14,3,45
min,68,115,38,14,3,83
rnd,68,115,38,14,3,95
max,68,115,28,5,3,8
min,68,115,28,5,3,8
rnd,68,115,28,5,3,10
max,68,115,31,13,3,18
min,68,115,31,13,3,42
rnd,68,115,31,13,3,26
max,68,115,26,5,2,11
min,68,115,26,5,2,15
rnd,68,115,26,5,2,13
max,68,115,37,9,2,21
min,68,115,37,9,2,66
rnd,68,115,37,9,2,29
max,68,115,24,4,2,6
min,68,115,24,4,2,9
rnd,68,115,24,4,2,8
max,68,115,39,9,3,28
min,68,115,39,9,3,183
rnd,68,115,39,9,3,56
max,68,115,28,10,3,29
min,68,115,28,10,3,82
rnd,68,115,28,10,3,61
max,68,115,29,34,4,69
min,68,115,29,34,4,261
rnd,68,115,29,34,4,135
max,68,115,36,18,3,162
rnd,68,115,36,18,3,976
max,68,115,35,7,2,18
min,68,115,35,7,2,69
rnd,68,115,35,7,2,23
max,68,115,37,24,3,73
min,68,115,37,24,3,1291
rnd,68,115,37,24,3,165
max,68,115,30,20,3,39
min,68,115,30,20,3,131
rnd,68,115,30,20,3,200
max,68,115,37,18,5,536
max,68,115,27,9,3,22
min,68,115,27,9,3,36
rnd,68,115,27,9,3,27
max,68,115,26,10,3,15
min,68,115,26,10,3,39
rnd,68,115,26,10,3,27
max,68,115,40,32,4,113
rnd,68,115,40,32,4,358
max,68,115,21,2,2,3
min,68,115,21,2,2,4
rnd,68,115,21,2,2,4
max,68,115,31,3,2,6
min,68,115,31,3,2,8
rnd,68,115,31,3,2,7
max,68,115,36,7,3,8
min,68,115,36,7,3,8
rnd,68,115,36,7,3,8
max,68,115,38,8,2,12
min,68,115,38,8,2,28
rnd,68,115,38,8,2,14
max,68,115,20,5,2,10
min,68,115,20,5,2,16
rnd,68,115,20,5,2,13
max,68,115,26,16,3,17
min,68,115,26,16,3,60
rnd,68,115,26,16,3,19
max,68,115,38,7,2,11
min,68,115,38,7,2,18
rnd,68,115,38,7,2,18
max,68,115,8,2,2,3
min,68,115,8,2,2,4
rnd,68,115,8,2,2,3
max,68,115,28,2,2,3
min,68,115,28,2,2,4
rnd,68,115,28,2,2,3
max,68,115,36,4,2,5
min,68,115,36,4,2,5
rnd,68,115,36,4,2,5
max,68,115,27,8,2,16
min,68,115,27,8,2,32
rnd,68,115,27,8,2,17
max,68,115,25,4,2,8
min,68,115,25,4,2,16
rnd,68,115,25,4,2,10
max,68,115,39,17,3,91
min,68,115,39,17,3,269
rnd,68,115,39,17,3,108
max,68,115,27,4,2,5
min,68,115,27,4,2,16
rnd,68,115,27,4,2,6
max,68,115,16,7,2,16
min,68,115,16,7,2,38
rnd,68,115,16,7,2,18
max,68,115,19,3,2,4
min,68,115,19,3,2,7
rnd,68,115,19,3,2,4
max,68,115,13,2,2,3
min,68,115,13,2,2,4
rnd,68,115,13,2,2,3
max,68,115,28,8,2,9
min,68,115,28,8,2,12
rnd,68,115,28,8,2,10
max,68,115,23,2,2,3
min,68,115,23,2,2,4
rnd,68,115,23,2,2,4
max,68,115,29,3,2,4
min,68,115,29,3,2,4
rnd,68,115,29,3,2,4
max,68,115,25,2,2,3
min,68,115,25,2,2,4
rnd,68,115,25,2,2,4
max,68,115,35,3,2,4
min,68,115,35,3,2,7
rnd,68,115,35,3,2,5
max,68,115,27,5,2,6
min,68,115,27,5,2,13
rnd,68,115,27,5,2,14
max,68,115,32,14,3,38
min,68,115,32,14,3,92
rnd,68,115,32,14,3,81
max,68,115,39,25,3,74
rnd,68,115,39,25,3,284
max,68,115,30,6,3,13
min,68,115,30,6,3,25
rnd,68,115,30,6,3,21
max,68,115,28,8,2,9
min,68,115,28,8,2,40
rnd,68,115,28,8,2,31
max,68,115,37,7,3,8
min,68,115,37,7,3,12
rnd,68,115,37,7,3,10
max,68,115,30,30,6,152
min,68,115,30,30,6,675
rnd,68,115,30,30,6,260
max,68,115,31,27,4,71
min,68,115,31,27,4,869
rnd,68,115,31,27,4,437
max,68,115,22,5,2,6
min,68,115,22,5,2,7
rnd,68,115,22,5,2,6
max,68,115,18,3,2,4
min,68,115,18,3,2,8
rnd,68,115,18,3,2,5
max,68,115,38,31,4,114
rnd,68,115,38,31,4,318
max,68,115,40,6,2,8
min,68,115,40,6,2,42
rnd,68,115,40,6,2,21
max,68,115,32,3,2,4
min,68,115,32,3,2,4
rnd,68,115,32,3,2,4
max,68,115,40,8,2,12
min,68,115,40,8,2,40
rnd,68,115,40,8,2,41
max,68,115,35,57,5,593
max,68,115,38,16,4,45
min,68,115,38,16,4,695
rnd,68,115,38,16,4,169
max,68,115,30,22,2,38
min,68,115,30,22,2,139
rnd,68,115,30,22,2,41
max,68,115,21,6,2,10
min,68,115,21,6,2,22
rnd,68,115,21,6,2,16
max,68,115,29,13,4,29
min,68,115,29,13,4,707
rnd,68,115,29,13,4,141
max,68,115,40,13,3,37
min,68,115,40,13,3,409
rnd,68,115,40,13,3,253
max,68,115,27,10,2,18
min,68,115,27,10,2,315
rnd,68,115,27,10,2,184
max,68,115,22,7,3,10
min,68,115,22,7,3,31
rnd,68,115,22,7,3,16
max,68,115,35,9,3,16
min,68,115,35,9,3,30
rnd,68,115,35,9,3,31
max,68,115,33,22,3,54
min,68,115,33,22,3,132
rnd,68,115,33,22,3,83
max,68,115,34,9,2,20
min,68,115,34,9,2,42
rnd,68,115,34,9,2,36
max,68,115,25,8,2,10
min,68,115,25,8,2,20
rnd,68,115,25,8,2,17
max,68,115,31,17,3,26
min,68,115,31,17,3,95
rnd,68,115,31,17,3,44
max,68,115,22,5,2,9
min,68,115,22,5,2,19
rnd,68,115,22,5,2,12
max,68,115,22,5,2,7
min,68,115,22,5,2,15
rnd,68,115,22,5,2,13
max,68,115,21,6,2,11
min,68,115,21,6,2,19
rnd,68,115,21,6,2,12
max,68,115,37,6,2,8
min,68,115,37,6,2,33
rnd,68,115,37,6,2,25
max,68,115,22,8,3,14
min,68,115,22,8,3,22
rnd,68,115,22,8,3,15
max,68,115,29,11,3,28
min,68,115,29,11,3,33
rnd,68,115,29,11,3,156
max,68,115,35,3,2,4
min,68,115,35,3,2,6
rnd,68,115,35,3,2,6
max,68,115,34,5,2,6
min,68,115,34,5,2,16
rnd,68,115,34,5,2,15
max,68,115,34,18,5,92
rnd,68,115,34,18,5,111
max,68,115,20,2,2,3
min,68,115,20,2,2,3
rnd,68,115,20,2,2,3
max,68,115,37,15,3,96
min,68,115,37,15,3,620
rnd,68,115,37,15,3,94
max,68,115,40,22,2,43
min,68,115,40,22,2,465
rnd,68,115,40,22,2,108
max,68,115,34,16,4,50
min,68,115,34,16,4,1021
rnd,68,115,34,16,4,1330
max,68,115,29,5,2,8
min,68,115,29,5,2,22
rnd,68,115,29,5,2,14
max,68,115,22,8,2,9
min,68,115,22,8,2,33
rnd,68,115,22,8,2,10
max,68,115,31,6,2,7
min,68,115,31,6,2,9
rnd,68,115,31,6,2,7
max,68,115,18,7,2,13
min,68,115,18,7,2,23
rnd,68,115,18,7,2,30
max,68,115,36,7,3,10
min,68,115,36,7,3,21
rnd,68,115,36,7,3,10
max,68,115,26,3,2,4
min,68,115,26,3,2,6
rnd,68,115,26,3,2,4
max,68,115,36,21,3,110
rnd,68,115,36,21,3,695
max,68,115,30,3,2,6
min,68,115,30,3,2,7
rnd,68,115,30,3,2,6
max,68,115,26,4,2,5
min,68,115,26,4,2,7
rnd,68,115,26,4,2,5
max,68,115,29,4,2,10
min,68,115,29,4,2,13
rnd,68,115,29,4,2,10
max,68,115,22,10,3,13
min,68,115,22,10,3,40
rnd,68,115,22,10,3,15
max,68,115,15,4,2,5
min,68,115,15,4,2,5
rnd,68,115,15,4,2,5
max,68,115,39,31,4,204
max,68,115,26,6,2,7
min,68,115,26,6,2,23
rnd,68,115,26,6,2,20
max,68,115,32,8,2,9
min,68,115,32,8,2,26
rnd,68,115,32,8,2,16
max,68,115,35,11,3,16
min,68,115,35,11,3,16
rnd,68,115,35,11,3,15
max,68,115,25,20,4,89
rnd,68,115,25,20,4,307
max,68,115,29,3,2,4
min,68,115,29,3,2,6
rnd,68,115,29,3,2,6
max,68,115,32,12,3,23
min,68,115,32,12,3,91
rnd,68,115,32,12,3,21
max,68,115,35,24,4,48
min,68,115,35,24,4,632
rnd,68,115,35,24,4,157
max,68,115,40,4,2,7
min,68,115,40,4,2,12
rnd,68,115,40,4,2,9
max,68,115,30,8,3,25
min,68,115,30,8,3,190
rnd,68,115,30,8,3,113
max,68,115,29,9,3,20
min,68,115,29,9,3,78
rnd,68,115,29,9,3,31
max,68,115,29,3,2,4
min,68,115,29,3,2,6
rnd,68,115,29,3,2,6
max,68,115,19,7,3,8
min,68,115,19,7,3,11
rnd,68,115,19,7,3,11
max,68,115,34,3,2,4
min,68,115,34,3,2,4
rnd,68,115,34,3,2,4
max,68,115,31,13,4,34
min,68,115,31,13,4,83
rnd,68,115,31,13,4,109
max,68,115,32,5,2,6
min,68,115,32,5,2,13
rnd,68,115,32,5,2,6
max,68,115,16,3,2,4
min,68,115,16,3,2,6
rnd,68,115,16,3,2,4
max,68,115,33,23,2,46
min,68,115,33,23,2,196
rnd,68,115,33,23,2,108
max,68,115,27,8,3,9
min,68,115,27,8,3,31
rnd,68,115,27,8,3,33
max,68,115,30,3,2,6
min,68,115,30,3,2,8
rnd,68,115,30,3,2,6
max,68,115,25,32,3,48
min,68,115,25,32,3,1013
rnd,68,115,25,32,3,177
max,68,115,20,7,2,13
min,68,115,20,7,2,46
rnd,68,115,20,7,2,13
max,68,115,31,38,5,100
rnd,68,115,31,38,5,2091
max,68,115,17,16,2,21
min,68,115,17,16,2,65
rnd,68,115,17,16,2,60
max,68,115,32,3,2,6
min,68,115,32,3,2,8
rnd,68,115,32,3,2,7
max,68,115,11,4,3,5
min,68,115,11,4,3,5
rnd,68,115,11,4,3,5
max,68,115,31,4,2,5
min,68,115,31,4,2,8
rnd,68,115,31,4,2,5
max,68,115,38,2,2,3
min,68,115,38,2,2,4
rnd,68,115,38,2,2,4
max,68,115,23,4,2,5
min,68,115,23,4,2,5
rnd,68,115,23,4,2,5
max,68,115,20,3,2,4
min,68,115,20,3,2,4
rnd,68,115,20,3,2,4
max,68,115,25,4,2,7
min,68,115,25,4,2,8
rnd,68,115,25,4,2,7
max,68,115,20,4,2,7
min,68,115,20,4,2,8
rnd,68,115,20,4,2,8
max,68,115,35,7,3,11
min,68,115,35,7,3,33
rnd,68,115,35,7,3,12
max,68,115,26,2,2,3
min,68,115,26,2,2,3
rnd,68,115,26,2,2,3
max,68,115,38,13,3,14
min,68,115,38,13,3,30
rnd,68,115,38,13,3,23
max,68,115,21,8,2,19
min,68,115,21,8,2,66
rnd,68,115,21,8,2,60
max,68,115,40,52,7,666
max,68,115,18,3,2,4
min,68,115,18,3,2,7
rnd,68,115,18,3,2,5
max,68,115,29,3,2,4
min,68,115,29,3,2,6
rnd,68,115,29,3,2,5
max,68,115,26,7,2,17
min,68,115,26,7,2,42
rnd,68,115,26,7,2,39
max,68,115,34,12,4,53
min,68,115,34,12,4,359
rnd,68,115,34,12,4,69
max,68,115,27,4,2,5
min,68,115,27,4,2,5
rnd,68,115,27,4,2,5
max,68,115,34,4,2,7
min,68,115,34,4,2,12
rnd,68,115,34,4,2,10
max,68,115,39,18,4,37
min,68,115,39,18,4,291
rnd,68,115,39,18,4,60
max,68,115,14,4,2,8
min,68,115,14,4,2,12
rnd,68,115,14,4,2,10
max,68,115,26,11,2,24
min,68,115,26,11,2,84
rnd,68,115,26,11,2,43
max,68,115,40,11,2,20
min,68,115,40,11,2,46
rnd,68,115,40,11,2,25
max,68,115,32,10,3,23
min,68,115,32,10,3,68
rnd,68,115,32,10,3,25
max,68,115,20,6,2,10
min,68,115,20,6,2,26
rnd,68,115,20,6,2,10
max,68,115,40,29,4,43
min,68,115,40,29,4,1062
rnd,68,115,40,29,4,52
max,68,115,33,8,2,9
min,68,115,33,8,2,11
rnd,68,115,33,8,2,11
max,68,115,39,5,2,6
min,68,115,39,5,2,10
rnd,68,115,39,5,2,9
max,68,115,39,2,2,3
min,68,115,39,2,2,4
rnd,68,115,39,2,2,3
max,68,115,24,3,2,4
min,68,115,24,3,2,4
rnd,68,115,24,3,2,4
max,68,115,29,9,4,41
min,68,115,29,9,4,181
rnd,68,115,29,9,4,63
max,68,115,27,3,2,4
min,68,115,27,3,2,6
rnd,68,115,27,3,2,4
max,68,115,26,6,2,7
min,68,115,26,6,2,7
rnd,68,115,26,6,2,7
max,68,115,34,3,2,4
min,68,115,34,3,2,6
rnd,68,115,34,3,2,6
max,68,115,39,27,4,86
min,68,115,39,27,4,271
max,68,115,40,37,5,78
min,68,115,40,37,5,1143
max,68,115,37,5,2,6
min,68,115,37,5,2,6
rnd,68,115,37,5,2,6
max,68,115,13,2,2,3
min,68,115,13,2,2,4
rnd,68,115,13,2,2,4
max,68,115,35,21,3,22
min,68,115,35,21,3,52
rnd,68,115,35,21,3,29
max,68,115,33,30,5,146
rnd,68,115,33,30,5,556
max,68,115,32,16,2,33
min,68,115,32,16,2,51
rnd,68,115,32,16,2,60
max,68,115,26,6,2,10
min,68,115,26,6,2,21
rnd,68,115,26,6,2,17
max,68,115,36,15,2,17
min,68,115,36,15,2,69
rnd,68,115,36,15,2,30
max,68,115,27,10,2,11
min,68,115,27,10,2,27
rnd,68,115,27,10,2,46
max,68,115,36,6,2,11
min,68,115,36,6,2,24
rnd,68,115,36,6,2,22
max,68,115,33,5,2,10
min,68,115,33,5,2,12
rnd,68,115,33,5,2,12
max,68,115,40,16,4,57
min,68,115,40,16,4,81
rnd,68,115,40,16,4,53
max,68,115,38,10,3,32
min,68,115,38,10,3,169
rnd,68,115,38,10,3,51
max,68,115,35,19,3,32
min,68,115,35,19,3,284
rnd,68,115,35,19,3,37
max,68,115,25,6,2,7
min,68,115,25,6,2,7
rnd,68,115,25,6,2,7
max,68,115,30,12,3,19
min,68,115,30,12,3,353
rnd,68,115,30,12,3,35
max,68,115,38,59,5,117
rnd,68,115,38,59,5,153
max,68,115,35,7,3,10
min,68,115,35,7,3,24
rnd,68,115,35,7,3,9
max,68,115,35,14,2,19
min,68,115,35,14,2,125
rnd,68,115,35,14,2,32
max,68,115,39,26,3,168
rnd,68,115,39,26,3,568
max,68,115,39,42,4,194
rnd,68,115,39,42,4,1086
max,68,115,31,12,3,52
min,68,115,31,12,3,284
rnd,68,115,31,12,3,111
max,68,115,10,3,2,4
min,68,115,10,3,2,8
rnd,68,115,10,3,2,8
max,68,115,36,24,3,77
min,68,115,36,24,3,727
rnd,68,115,36,24,3,198
max,68,115,40,29,6,63
rnd,68,115,40,29,6,1139
max,68,115,38,4,2,7
min,68,115,38,4,2,9
rnd,68,115,38,4,2,8
max,68,115,31,10,3,11
min,68,115,31,10,3,43
rnd,68,115,31,10,3,14
max,68,115,28,5,2,11
min,68,115,28,5,2,13
rnd,68,115,28,5,2,8
max,68,115,35,11,4,12
min,68,115,35,11,4,28
rnd,68,115,35,11,4,15
max,68,115,34,14,3,36
min,68,115,34,14,3,608
rnd,68,115,34,14,3,163
max,68,115,40,4,2,6
min,68,115,40,4,2,12
rnd,68,115,40,4,2,6
max,68,115,24,4,2,7
min,68,115,24,4,2,10
rnd,68,115,24,4,2,7
max,68,115,23,8,2,9
min,68,115,23,8,2,12
rnd,68,115,23,8,2,16
max,68,115,29,12,3,15
min,68,115,29,12,3,153
rnd,68,115,29,12,3,60
max,68,115,36,11,3,26
min,68,115,36,11,3,104
rnd,68,115,36,11,3,60
max,68,115,27,3,2,4
min,68,115,27,3,2,4
rnd,68,115,27,3,2,4
max,68,115,34,3,2,4
min,68,115,34,3,2,4
rnd,68,115,34,3,2,4
max,68,115,37,5,3,6
min,68,115,37,5,3,6
rnd,68,115,37,5,3,6
max,68,115,33,14,2,26
min,68,115,33,14,2,122
rnd,68,115,33,14,2,96
max,68,115,39,23,3,25
min,68,115,39,23,3,35
rnd,68,115,39,23,3,38
max,68,115,18,3,2,4
min,68,115,18,3,2,7
rnd,68,115,18,3,2,5
max,68,115,18,3,2,4
min,68,115,18,3,2,8
rnd,68,115,18,3,2,5
max,68,115,27,4,2,5
min,68,115,27,4,2,6
rnd,68,115,27,4,2,5
max,68,115,23,5,2,15
min,68,115,23,5,2,20
rnd,68,115,23,5,2,15
max,68,115,27,12,2,14
min,68,115,27,12,2,35
rnd,68,115,27,12,2,29
max,68,115,31,5,3,6
min,68,115,31,5,3,6
rnd,68,115,31,5,3,7
max,68,115,15,2,2,3
min,68,115,15,2,2,3
rnd,68,115,15,2,2,3
max,68,115,17,3,2,4
min,68,115,17,3,2,6
rnd,68,115,17,3,2,5
max,68,115,26,8,3,14
min,68,115,26,8,3,92
rnd,68,115,26,8,3,22
max,68,115,32,13,2,17
min,68,115,32,13,2,100
rnd,68,115,32,13,2,112
max,68,115,38,22,3,34
min,68,115,38,22,3,94
rnd,68,115,38,22,3,54
max,68,115,25,5,2,6
min,68,115,25,5,2,7
rnd,68,115,25,5,2,6
max,68,115,14,4,2,8
min,68,115,14,4,2,16
rnd,68,115,14,4,2,8
max,68,115,30,18,5,328
rnd,68,115,30,18,5,905
max,68,115,21,8,2,17
min,68,115,21,8,2,31
rnd,68,115,21,8,2,26
max,68,115,30,22,4,309
max,68,115,37,22,4,294
max,68,115,22,3,2,4
min,68,115,22,3,2,4
rnd,68,115,22,3,2,4
max,68,115,36,29,4,44
min,68,115,36,29,4,236
rnd,68,115,36,29,4,61
max,68,115,24,11,3,37
min,68,115,24,11,3,484
rnd,68,115,24,11,3,105
max,68,115,17,2,2,3
min,68,115,17,2,2,3
rnd,68,115,17,2,2,3
max,68,115,39,14,3,36
min,68,115,39,14,3,192
rnd,68,115,39,14,3,114
max,68,115,15,2,2,3
min,68,115,15,2,2,4
rnd,68,115,15,2,2,4
max,68,115,32,5,2,6
min,68,115,32,5,2,6
rnd,68,115,32,5,2,6
max,68,115,40,12,3,35
min,68,115,40,12,3,483
rnd,68,115,40,12,3,176
max,68,115,38,4,2,5
min,68,115,38,4,2,5
rnd,68,115,38,4,2,5
max,68,115,39,29,7,144
max,68,115,35,7,2,17
min,68,115,35,7,2,26
rnd,68,115,35,7,2,15
max,68,115,32,6,2,7
min,68,115,32,6,2,19
rnd,68,115,32,6,2,11
max,68,115,32,7,2,12
min,68,115,32,7,2,55
rnd,68,115,32,7,2,17
max,68,115,36,29,3,48
min,68,115,36,29,3,311
rnd,68,115,36,29,3,170
max,68,115,31,17,4,24
min,68,115,31,17,4,296
rnd,68,115,31,17,4,40
max,68,115,40,4,2,6
min,68,115,40,4,2,12
rnd,68,115,40,4,2,12
max,68,115,32,4,2,6
min,68,115,32,4,2,6
rnd,68,115,32,4,2,6
max,68,115,36,12,3,23
min,68,115,36,12,3,604
rnd,68,115,36,12,3,192
max,68,115,31,6,3,7
min,68,115,31,6,3,7
rnd,68,115,31,6,3,7
max,68,115,28,4,2,5
min,68,115,28,4,2,5
rnd,68,115,28,4,2,5
max,68,115,39,39,3,98
rnd,68,115,39,39,3,509
max,68,115,24,4,2,6
min,68,115,24,4,2,15
rnd,68,115,24,4,2,15
max,68,115,34,18,4,59
min,68,115,34,18,4,732
rnd,68,115,34,18,4,79
max,68,115,40,29,4,348
max,68,115,21,4,2,7
min,68,115,21,4,2,11
rnd,68,115,21,4,2,9
max,68,115,32,3,2,5
min,68,115,32,3,2,8
rnd,68,115,32,3,2,7
max,68,115,34,22,3,50
min,68,115,34,22,3,817
rnd,68,115,34,22,3,197
max,68,115,12,2,2,3
min,68,115,12,2,2,4
rnd,68,115,12,2,2,4
max,68,115,35,11,2,12
min,68,115,35,11,2,41
rnd,68,115,35,11,2,19
max,68,115,35,11,2,24
min,68,115,35,11,2,107
rnd,68,115,35,11,2,50
max,68,115,35,12,3,30
min,68,115,35,12,3,106
rnd,68,115,35,12,3,90
max,68,115,29,8,3,12
min,68,115,29,8,3,84
rnd,68,115,29,8,3,27
max,68,115,26,2,2,3
min,68,115,26,2,2,3
rnd,68,115,26,2,2,3
max,68,115,30,22,3,46
min,68,115,30,22,3,80
rnd,68,115,30,22,3,75
max,68,115,33,13,3,42
min,68,115,33,13,3,278
rnd,68,115,33,13,3,67
max,68,115,37,17,3,41
min,68,115,37,17,3,1721
rnd,68,115,37,17,3,50
max,68,115,22,4,2,7
min,68,115,22,4,2,16
rnd,68,115,22,4,2,8
max,68,115,26,6,2,8
min,68,115,26,6,2,16
rnd,68,115,26,6,2,8
max,68,115,23,11,3,21
min,68,115,23,11,3,24
rnd,68,115,23,11,3,26
max,68,115,34,3,2,4
min,68,115,34,3,2,4
rnd,68,115,34,3,2,4
max,68,115,29,4,2,5
min,68,115,29,4,2,5
rnd,68,115,29,4,2,5
max,68,115,39,24,5,443
max,68,115,40,5,2,12
min,68,115,40,5,2,31
rnd,68,115,40,5,2,16
max,68,115,27,8,2,13
min,68,115,27,8,2,41
rnd,68,115,27,8,2,28
max,68,115,34,24,3,50
min,68,115,34,24,3,741
rnd,68,115,34,24,3,74
max,68,115,30,3,2,4
min,68,115,30,3,2,5
rnd,68,115,30,3,2,6
max,68,115,35,10,3,11
min,68,115,35,10,3,11
rnd,68,115,35,10,3,11
max,68,115,38,4,2,7
min,68,115,38,4,2,13
rnd,68,115,38,4,2,11
max,68,115,32,3,2,6
min,68,115,32,3,2,8
rnd,68,115,32,3,2,8
max,68,115,32,10,4,27
min,68,115,32,10,4,148
rnd,68,115,32,10,4,97
max,68,115,27,5,2,6
min,68,115,27,5,2,7
rnd,68,115,27,5,2,7
max,68,115,40,11,3,20
min,68,115,40,11,3,101
rnd,68,115,40,11,3,18
max,68,115,19,3,2,6
min,68,115,19,3,2,8
rnd,68,115,19,3,2,8
max,68,115,40,4,2,6
min,68,115,40,4,2,13
rnd,68,115,40,4,2,8
max,68,115,39,42,4,67
rnd,68,115,39,42,4,102
max,68,115,39,4,2,5
min,68,115,39,4,2,5
rnd,68,115,39,4,2,5
max,68,115,23,3,2,4
min,68,115,23,3,2,4
rnd,68,115,23,3,2,4
max,68,115,36,8,2,9
min,68,115,36,8,2,14
rnd,68,115,36,8,2,9
max,68,115,39,47,4,194
max,68,115,12,2,2,3
min,68,115,12,2,2,4
rnd,68,115,12,2,2,3
max,68,115,28,27,4,64
min,68,115,28,27,4,185
rnd,68,115,28,27,4,58
max,68,115,36,8,2,11
min,68,115,36,8,2,28
rnd,68,115,36,8,2,14
max,68,115,38,13,3,23
min,68,115,38,13,3,74
rnd,68,115,38,13,3,52
max,68,115,33,29,4,54
min,68,115,33,29,4,85
rnd,68,115,33,29,4,76
max,68,115,40,12,2,13
min,68,115,40,12,2,81
rnd,68,115,40,12,2,26
max,68,115,34,4,2,7
min,68,115,34,4,2,11
rnd,68,115,34,4,2,9
max,68,115,35,4,2,5
min,68,115,35,4,2,5
rnd,68,115,35,4,2,5
